Cases,Category,Country,Number of Records,Quality,Year
1790,Irish Whiskey,DF France,1,Premium,1/1/07 12:00:00 AM
2140,Irish Whiskey,DF France,1,Premium,1/1/08 12:00:00 AM
1850,Irish Whiskey,DF France,1,Premium,1/1/09 12:00:00 AM
3000,Irish Whiskey,DF France,1,Premium,1/1/10 12:00:00 AM
3375,Irish Whiskey,DF France,1,Premium,1/1/11 12:00:00 AM
3825,Irish Whiskey,DF France,1,Premium,1/1/12 12:00:00 AM
4000,Irish Whiskey,DF France,1,Premium,1/1/13 12:00:00 AM
3935,Irish Whiskey,DF France,1,Premium,1/1/14 12:00:00 AM
3685,Irish Whiskey,DF France,1,Premium,1/1/15 12:00:00 AM
3685,Irish Whiskey,DF France,1,Premium,1/1/16 12:00:00 AM
100,Irish Whiskey,Sweden,1,Premium,1/1/90 12:00:00 AM
200,Irish Whiskey,Sweden,1,Premium,1/1/91 12:00:00 AM
1100,Irish Whiskey,Sweden,1,Premium,1/1/92 12:00:00 AM
2100,Irish Whiskey,Sweden,1,Premium,1/1/93 12:00:00 AM
2100,Irish Whiskey,Sweden,1,Premium,1/1/94 12:00:00 AM
1500,Irish Whiskey,Sweden,1,Premium,1/1/95 12:00:00 AM
1600,Irish Whiskey,Sweden,1,Premium,1/1/96 12:00:00 AM
1700,Irish Whiskey,Sweden,1,Premium,1/1/97 12:00:00 AM
2000,Irish Whiskey,Sweden,1,Premium,1/1/98 12:00:00 AM
2250,Irish Whiskey,Sweden,1,Premium,1/1/99 12:00:00 AM
3000,Irish Whiskey,Sweden,1,Premium,1/1/00 12:00:00 AM
3150,Irish Whiskey,Sweden,1,Premium,1/1/01 12:00:00 AM
3370,Irish Whiskey,Sweden,1,Premium,1/1/02 12:00:00 AM
2850,Irish Whiskey,Sweden,1,Premium,1/1/03 12:00:00 AM
2200,Irish Whiskey,Sweden,1,Premium,1/1/04 12:00:00 AM
2100,Irish Whiskey,Sweden,1,Premium,1/1/05 12:00:00 AM
2150,Irish Whiskey,Sweden,1,Premium,1/1/06 12:00:00 AM
3200,Irish Whiskey,Sweden,1,Premium,1/1/07 12:00:00 AM
2800,Irish Whiskey,Sweden,1,Premium,1/1/08 12:00:00 AM
3400,Irish Whiskey,Sweden,1,Premium,1/1/09 12:00:00 AM
4650,Irish Whiskey,Sweden,1,Premium,1/1/10 12:00:00 AM
3600,Irish Whiskey,Sweden,1,Premium,1/1/11 12:00:00 AM
3350,Irish Whiskey,Sweden,1,Premium,1/1/12 12:00:00 AM
2500,Irish Whiskey,Sweden,1,Premium,1/1/13 12:00:00 AM
3000,Irish Whiskey,Sweden,1,Premium,1/1/14 12:00:00 AM
2000,Irish Whiskey,Sweden,1,Premium,1/1/15 12:00:00 AM
3000,Irish Whiskey,Sweden,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/93 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/94 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/95 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/96 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/97 12:00:00 AM
0,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/98 12:00:00 AM
200,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/99 12:00:00 AM
400,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/00 12:00:00 AM
750,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/01 12:00:00 AM
1150,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/02 12:00:00 AM
1500,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/03 12:00:00 AM
2000,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/04 12:00:00 AM
2000,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/05 12:00:00 AM
1750,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/06 12:00:00 AM
1250,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/07 12:00:00 AM
1500,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/08 12:00:00 AM
2250,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/09 12:00:00 AM
2550,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/10 12:00:00 AM
3000,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/11 12:00:00 AM
3250,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/12 12:00:00 AM
4500,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/13 12:00:00 AM
3000,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/14 12:00:00 AM
2450,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/15 12:00:00 AM
3000,Irish Whiskey,Belgium and Luxembourg,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Spain,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Spain,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Spain,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Spain,1,Premium,1/1/93 12:00:00 AM
1250,Irish Whiskey,DF Spain,1,Premium,1/1/94 12:00:00 AM
1600,Irish Whiskey,DF Spain,1,Premium,1/1/95 12:00:00 AM
1600,Irish Whiskey,DF Spain,1,Premium,1/1/96 12:00:00 AM
1500,Irish Whiskey,DF Spain,1,Premium,1/1/97 12:00:00 AM
3250,Irish Whiskey,DF Spain,1,Premium,1/1/98 12:00:00 AM
1900,Irish Whiskey,DF Spain,1,Premium,1/1/99 12:00:00 AM
1400,Irish Whiskey,DF Spain,1,Premium,1/1/00 12:00:00 AM
1000,Irish Whiskey,DF Spain,1,Premium,1/1/01 12:00:00 AM
550,Irish Whiskey,DF Spain,1,Premium,1/1/02 12:00:00 AM
250,Irish Whiskey,DF Spain,1,Premium,1/1/03 12:00:00 AM
250,Irish Whiskey,DF Spain,1,Premium,1/1/04 12:00:00 AM
225,Irish Whiskey,DF Spain,1,Premium,1/1/05 12:00:00 AM
750,Irish Whiskey,DF Spain,1,Premium,1/1/06 12:00:00 AM
750,Irish Whiskey,DF Spain,1,Premium,1/1/07 12:00:00 AM
1250,Irish Whiskey,DF Spain,1,Premium,1/1/08 12:00:00 AM
1400,Irish Whiskey,DF Spain,1,Premium,1/1/09 12:00:00 AM
1850,Irish Whiskey,DF Spain,1,Premium,1/1/10 12:00:00 AM
2200,Irish Whiskey,DF Spain,1,Premium,1/1/11 12:00:00 AM
2325,Irish Whiskey,DF Spain,1,Premium,1/1/12 12:00:00 AM
1500,Irish Whiskey,DF Spain,1,Premium,1/1/13 12:00:00 AM
1725,Irish Whiskey,DF Spain,1,Premium,1/1/14 12:00:00 AM
1515,Irish Whiskey,DF Spain,1,Premium,1/1/15 12:00:00 AM
2165,Irish Whiskey,DF Spain,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/99 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/00 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/01 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/02 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/03 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/04 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/05 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/06 12:00:00 AM
,Irish Whiskey,Ukraine,1,Premium,1/1/07 12:00:00 AM
1000,Irish Whiskey,Ukraine,1,Premium,1/1/08 12:00:00 AM
700,Irish Whiskey,Ukraine,1,Premium,1/1/09 12:00:00 AM
1250,Irish Whiskey,Ukraine,1,Premium,1/1/10 12:00:00 AM
2750,Irish Whiskey,Ukraine,1,Premium,1/1/11 12:00:00 AM
4250,Irish Whiskey,Ukraine,1,Premium,1/1/12 12:00:00 AM
4750,Irish Whiskey,Ukraine,1,Premium,1/1/13 12:00:00 AM
3050,Irish Whiskey,Ukraine,1,Premium,1/1/14 12:00:00 AM
2050,Irish Whiskey,Ukraine,1,Premium,1/1/15 12:00:00 AM
1750,Irish Whiskey,Ukraine,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/93 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/94 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/95 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/96 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/97 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/98 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/99 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/00 12:00:00 AM
0,Irish Whiskey,Latvia,1,Premium,1/1/01 12:00:00 AM
120,Irish Whiskey,Latvia,1,Premium,1/1/02 12:00:00 AM
200,Irish Whiskey,Latvia,1,Premium,1/1/03 12:00:00 AM
150,Irish Whiskey,Latvia,1,Premium,1/1/04 12:00:00 AM
250,Irish Whiskey,Latvia,1,Premium,1/1/05 12:00:00 AM
500,Irish Whiskey,Latvia,1,Premium,1/1/06 12:00:00 AM
550,Irish Whiskey,Latvia,1,Premium,1/1/07 12:00:00 AM
750,Irish Whiskey,Latvia,1,Premium,1/1/08 12:00:00 AM
150,Irish Whiskey,Latvia,1,Premium,1/1/09 12:00:00 AM
100,Irish Whiskey,Latvia,1,Premium,1/1/10 12:00:00 AM
850,Irish Whiskey,Latvia,1,Premium,1/1/11 12:00:00 AM
860,Irish Whiskey,Latvia,1,Premium,1/1/12 12:00:00 AM
1340,Irish Whiskey,Latvia,1,Premium,1/1/13 12:00:00 AM
1370,Irish Whiskey,Latvia,1,Premium,1/1/14 12:00:00 AM
1830,Irish Whiskey,Latvia,1,Premium,1/1/15 12:00:00 AM
1750,Irish Whiskey,Latvia,1,Premium,1/1/16 12:00:00 AM
2250,Irish Whiskey,Japan,1,Premium,1/1/90 12:00:00 AM
1750,Irish Whiskey,Japan,1,Premium,1/1/91 12:00:00 AM
1750,Irish Whiskey,Japan,1,Premium,1/1/92 12:00:00 AM
1500,Irish Whiskey,Japan,1,Premium,1/1/93 12:00:00 AM
1350,Irish Whiskey,Japan,1,Premium,1/1/94 12:00:00 AM
1200,Irish Whiskey,Japan,1,Premium,1/1/95 12:00:00 AM
2400,Irish Whiskey,Japan,1,Premium,1/1/96 12:00:00 AM
2300,Irish Whiskey,Japan,1,Premium,1/1/97 12:00:00 AM
1600,Irish Whiskey,Japan,1,Premium,1/1/98 12:00:00 AM
9350,Irish Whiskey,Japan,1,Premium,1/1/99 12:00:00 AM
8550,Irish Whiskey,Japan,1,Premium,1/1/00 12:00:00 AM
7400,Irish Whiskey,Japan,1,Premium,1/1/01 12:00:00 AM
3300,Irish Whiskey,Japan,1,Premium,1/1/02 12:00:00 AM
1500,Irish Whiskey,Japan,1,Premium,1/1/03 12:00:00 AM
1200,Irish Whiskey,Japan,1,Premium,1/1/04 12:00:00 AM
1210,Irish Whiskey,Japan,1,Premium,1/1/05 12:00:00 AM
1450,Irish Whiskey,Japan,1,Premium,1/1/06 12:00:00 AM
1700,Irish Whiskey,Japan,1,Premium,1/1/07 12:00:00 AM
1700,Irish Whiskey,Japan,1,Premium,1/1/08 12:00:00 AM
1700,Irish Whiskey,Japan,1,Premium,1/1/09 12:00:00 AM
1950,Irish Whiskey,Japan,1,Premium,1/1/10 12:00:00 AM
1700,Irish Whiskey,Japan,1,Premium,1/1/11 12:00:00 AM
1950,Irish Whiskey,Japan,1,Premium,1/1/12 12:00:00 AM
2400,Irish Whiskey,Japan,1,Premium,1/1/13 12:00:00 AM
2300,Irish Whiskey,Japan,1,Premium,1/1/14 12:00:00 AM
2650,Irish Whiskey,Japan,1,Premium,1/1/15 12:00:00 AM
1750,Irish Whiskey,Japan,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/99 12:00:00 AM
1725,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/00 12:00:00 AM
975,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/01 12:00:00 AM
475,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/02 12:00:00 AM
325,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/03 12:00:00 AM
225,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/04 12:00:00 AM
200,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/05 12:00:00 AM
275,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/06 12:00:00 AM
250,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/07 12:00:00 AM
950,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/08 12:00:00 AM
550,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/09 12:00:00 AM
1400,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/10 12:00:00 AM
1675,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/11 12:00:00 AM
1595,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/12 12:00:00 AM
1075,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/13 12:00:00 AM
1625,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/14 12:00:00 AM
1275,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/15 12:00:00 AM
1750,Irish Whiskey,DF Rest of Africa,1,Premium,1/1/16 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/90 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/91 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/92 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,Finland,1,Premium,1/1/94 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/95 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/96 12:00:00 AM
0,Irish Whiskey,Finland,1,Premium,1/1/97 12:00:00 AM
250,Irish Whiskey,Finland,1,Premium,1/1/98 12:00:00 AM
400,Irish Whiskey,Finland,1,Premium,1/1/99 12:00:00 AM
1200,Irish Whiskey,Finland,1,Premium,1/1/00 12:00:00 AM
1700,Irish Whiskey,Finland,1,Premium,1/1/01 12:00:00 AM
2000,Irish Whiskey,Finland,1,Premium,1/1/02 12:00:00 AM
1800,Irish Whiskey,Finland,1,Premium,1/1/03 12:00:00 AM
1800,Irish Whiskey,Finland,1,Premium,1/1/04 12:00:00 AM
1850,Irish Whiskey,Finland,1,Premium,1/1/05 12:00:00 AM
2000,Irish Whiskey,Finland,1,Premium,1/1/06 12:00:00 AM
2000,Irish Whiskey,Finland,1,Premium,1/1/07 12:00:00 AM
1750,Irish Whiskey,Finland,1,Premium,1/1/08 12:00:00 AM
1500,Irish Whiskey,Finland,1,Premium,1/1/09 12:00:00 AM
1350,Irish Whiskey,Finland,1,Premium,1/1/10 12:00:00 AM
1400,Irish Whiskey,Finland,1,Premium,1/1/11 12:00:00 AM
1500,Irish Whiskey,Finland,1,Premium,1/1/12 12:00:00 AM
1500,Irish Whiskey,Finland,1,Premium,1/1/13 12:00:00 AM
1250,Irish Whiskey,Finland,1,Premium,1/1/14 12:00:00 AM
1750,Irish Whiskey,Finland,1,Premium,1/1/15 12:00:00 AM
1750,Irish Whiskey,Finland,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Turkey,1,Premium,1/1/99 12:00:00 AM
150,Irish Whiskey,DF Turkey,1,Premium,1/1/00 12:00:00 AM
200,Irish Whiskey,DF Turkey,1,Premium,1/1/01 12:00:00 AM
200,Irish Whiskey,DF Turkey,1,Premium,1/1/02 12:00:00 AM
250,Irish Whiskey,DF Turkey,1,Premium,1/1/03 12:00:00 AM
225,Irish Whiskey,DF Turkey,1,Premium,1/1/04 12:00:00 AM
175,Irish Whiskey,DF Turkey,1,Premium,1/1/05 12:00:00 AM
100,Irish Whiskey,DF Turkey,1,Premium,1/1/06 12:00:00 AM
100,Irish Whiskey,DF Turkey,1,Premium,1/1/07 12:00:00 AM
250,Irish Whiskey,DF Turkey,1,Premium,1/1/08 12:00:00 AM
275,Irish Whiskey,DF Turkey,1,Premium,1/1/09 12:00:00 AM
550,Irish Whiskey,DF Turkey,1,Premium,1/1/10 12:00:00 AM
795,Irish Whiskey,DF Turkey,1,Premium,1/1/11 12:00:00 AM
1010,Irish Whiskey,DF Turkey,1,Premium,1/1/12 12:00:00 AM
1015,Irish Whiskey,DF Turkey,1,Premium,1/1/13 12:00:00 AM
1125,Irish Whiskey,DF Turkey,1,Premium,1/1/14 12:00:00 AM
975,Irish Whiskey,DF Turkey,1,Premium,1/1/15 12:00:00 AM
1450,Irish Whiskey,DF Turkey,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Czech Republic,1,Premium,1/1/01 12:00:00 AM
150,Irish Whiskey,DF Czech Republic,1,Premium,1/1/02 12:00:00 AM
25,Irish Whiskey,DF Czech Republic,1,Premium,1/1/03 12:00:00 AM
10,Irish Whiskey,DF Czech Republic,1,Premium,1/1/04 12:00:00 AM
120,Irish Whiskey,DF Czech Republic,1,Premium,1/1/05 12:00:00 AM
60,Irish Whiskey,DF Czech Republic,1,Premium,1/1/06 12:00:00 AM
100,Irish Whiskey,DF Czech Republic,1,Premium,1/1/07 12:00:00 AM
475,Irish Whiskey,DF Czech Republic,1,Premium,1/1/08 12:00:00 AM
400,Irish Whiskey,DF Czech Republic,1,Premium,1/1/09 12:00:00 AM
525,Irish Whiskey,DF Czech Republic,1,Premium,1/1/10 12:00:00 AM
520,Irish Whiskey,DF Czech Republic,1,Premium,1/1/11 12:00:00 AM
930,Irish Whiskey,DF Czech Republic,1,Premium,1/1/12 12:00:00 AM
670,Irish Whiskey,DF Czech Republic,1,Premium,1/1/13 12:00:00 AM
775,Irish Whiskey,DF Czech Republic,1,Premium,1/1/14 12:00:00 AM
825,Irish Whiskey,DF Czech Republic,1,Premium,1/1/15 12:00:00 AM
1350,Irish Whiskey,DF Czech Republic,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Netherlands,1,Premium,1/1/93 12:00:00 AM
1450,Irish Whiskey,DF Netherlands,1,Premium,1/1/94 12:00:00 AM
1975,Irish Whiskey,DF Netherlands,1,Premium,1/1/95 12:00:00 AM
2225,Irish Whiskey,DF Netherlands,1,Premium,1/1/96 12:00:00 AM
2225,Irish Whiskey,DF Netherlands,1,Premium,1/1/97 12:00:00 AM
3975,Irish Whiskey,DF Netherlands,1,Premium,1/1/98 12:00:00 AM
1590,Irish Whiskey,DF Netherlands,1,Premium,1/1/99 12:00:00 AM
750,Irish Whiskey,DF Netherlands,1,Premium,1/1/00 12:00:00 AM
750,Irish Whiskey,DF Netherlands,1,Premium,1/1/01 12:00:00 AM
750,Irish Whiskey,DF Netherlands,1,Premium,1/1/02 12:00:00 AM
575,Irish Whiskey,DF Netherlands,1,Premium,1/1/03 12:00:00 AM
425,Irish Whiskey,DF Netherlands,1,Premium,1/1/04 12:00:00 AM
400,Irish Whiskey,DF Netherlands,1,Premium,1/1/05 12:00:00 AM
975,Irish Whiskey,DF Netherlands,1,Premium,1/1/06 12:00:00 AM
1300,Irish Whiskey,DF Netherlands,1,Premium,1/1/07 12:00:00 AM
1500,Irish Whiskey,DF Netherlands,1,Premium,1/1/08 12:00:00 AM
2025,Irish Whiskey,DF Netherlands,1,Premium,1/1/09 12:00:00 AM
2225,Irish Whiskey,DF Netherlands,1,Premium,1/1/10 12:00:00 AM
1315,Irish Whiskey,DF Netherlands,1,Premium,1/1/11 12:00:00 AM
1275,Irish Whiskey,DF Netherlands,1,Premium,1/1/12 12:00:00 AM
970,Irish Whiskey,DF Netherlands,1,Premium,1/1/13 12:00:00 AM
760,Irish Whiskey,DF Netherlands,1,Premium,1/1/14 12:00:00 AM
950,Irish Whiskey,DF Netherlands,1,Premium,1/1/15 12:00:00 AM
1310,Irish Whiskey,DF Netherlands,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,Spain,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,Spain,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,Spain,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,Spain,1,Premium,1/1/93 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/94 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/95 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/96 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/97 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/98 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/99 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/00 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/01 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/02 12:00:00 AM
250,Irish Whiskey,Spain,1,Premium,1/1/03 12:00:00 AM
1750,Irish Whiskey,Spain,1,Premium,1/1/04 12:00:00 AM
2000,Irish Whiskey,Spain,1,Premium,1/1/05 12:00:00 AM
1500,Irish Whiskey,Spain,1,Premium,1/1/06 12:00:00 AM
1500,Irish Whiskey,Spain,1,Premium,1/1/07 12:00:00 AM
2250,Irish Whiskey,Spain,1,Premium,1/1/08 12:00:00 AM
2500,Irish Whiskey,Spain,1,Premium,1/1/09 12:00:00 AM
2000,Irish Whiskey,Spain,1,Premium,1/1/10 12:00:00 AM
2000,Irish Whiskey,Spain,1,Premium,1/1/11 12:00:00 AM
2000,Irish Whiskey,Spain,1,Premium,1/1/12 12:00:00 AM
1500,Irish Whiskey,Spain,1,Premium,1/1/13 12:00:00 AM
1250,Irish Whiskey,Spain,1,Premium,1/1/14 12:00:00 AM
1500,Irish Whiskey,Spain,1,Premium,1/1/15 12:00:00 AM
1300,Irish Whiskey,Spain,1,Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/00 12:00:00 AM
850,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/01 12:00:00 AM
575,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/02 12:00:00 AM
440,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/03 12:00:00 AM
450,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/04 12:00:00 AM
475,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/05 12:00:00 AM
525,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/06 12:00:00 AM
525,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/07 12:00:00 AM
850,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/08 12:00:00 AM
825,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Premium,1/1/09 12:00:00 AM
