Cases,Category,Country,Number of Records,Quality,Year
,Irish Whiskey,DF Italy,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Italy,1,Super Premium,1/1/95 12:00:00 AM
25,Irish Whiskey,DF Italy,1,Super Premium,1/1/96 12:00:00 AM
20,Irish Whiskey,DF Italy,1,Super Premium,1/1/97 12:00:00 AM
15,Irish Whiskey,DF Italy,1,Super Premium,1/1/98 12:00:00 AM
10,Irish Whiskey,DF Italy,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/10 12:00:00 AM
10,Irish Whiskey,DF Italy,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Italy,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/10 12:00:00 AM
5,Irish Whiskey,DF Poland,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/12 12:00:00 AM
5,Irish Whiskey,DF Poland,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Poland,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/99 12:00:00 AM
25,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/00 12:00:00 AM
25,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/01 12:00:00 AM
25,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/02 12:00:00 AM
25,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/03 12:00:00 AM
25,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/11 12:00:00 AM
5,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of Africa,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/08 12:00:00 AM
5,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of Australasia,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/12 12:00:00 AM
5,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of Central & Eastern Europe,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/93 12:00:00 AM
100,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/94 12:00:00 AM
150,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/95 12:00:00 AM
100,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/96 12:00:00 AM
50,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of East Asia,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/95 12:00:00 AM
25,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/96 12:00:00 AM
25,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/97 12:00:00 AM
25,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/98 12:00:00 AM
25,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/99 12:00:00 AM
25,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/00 12:00:00 AM
15,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/01 12:00:00 AM
10,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/02 12:00:00 AM
5,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of Latin America,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/95 12:00:00 AM
50,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/96 12:00:00 AM
50,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/97 12:00:00 AM
50,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/98 12:00:00 AM
25,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of Southern Europe,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/94 12:00:00 AM
50,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/95 12:00:00 AM
50,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/96 12:00:00 AM
50,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/97 12:00:00 AM
50,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/98 12:00:00 AM
25,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/00 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/01 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Rest of World,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/94 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/95 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/96 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/98 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/99 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/00 12:00:00 AM
25,Irish Whiskey,DF Russia,1,Super Premium,1/1/01 12:00:00 AM
20,Irish Whiskey,DF Russia,1,Super Premium,1/1/02 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/04 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/10 12:00:00 AM
60,Irish Whiskey,DF Russia,1,Super Premium,1/1/11 12:00:00 AM
100,Irish Whiskey,DF Russia,1,Super Premium,1/1/12 12:00:00 AM
100,Irish Whiskey,DF Russia,1,Super Premium,1/1/13 12:00:00 AM
100,Irish Whiskey,DF Russia,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Russia,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/93 12:00:00 AM
50,Irish Whiskey,DF Singapore,1,Super Premium,1/1/94 12:00:00 AM
100,Irish Whiskey,DF Singapore,1,Super Premium,1/1/95 12:00:00 AM
100,Irish Whiskey,DF Singapore,1,Super Premium,1/1/96 12:00:00 AM
75,Irish Whiskey,DF Singapore,1,Super Premium,1/1/97 12:00:00 AM
25,Irish Whiskey,DF Singapore,1,Super Premium,1/1/98 12:00:00 AM
25,Irish Whiskey,DF Singapore,1,Super Premium,1/1/99 12:00:00 AM
30,Irish Whiskey,DF Singapore,1,Super Premium,1/1/00 12:00:00 AM
20,Irish Whiskey,DF Singapore,1,Super Premium,1/1/01 12:00:00 AM
15,Irish Whiskey,DF Singapore,1,Super Premium,1/1/02 12:00:00 AM
15,Irish Whiskey,DF Singapore,1,Super Premium,1/1/03 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/04 12:00:00 AM
5,Irish Whiskey,DF Singapore,1,Super Premium,1/1/05 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF Singapore,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/90 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/91 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/92 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/93 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/94 12:00:00 AM
250,Irish Whiskey,DF South Korea,1,Super Premium,1/1/95 12:00:00 AM
225,Irish Whiskey,DF South Korea,1,Super Premium,1/1/96 12:00:00 AM
125,Irish Whiskey,DF South Korea,1,Super Premium,1/1/97 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/98 12:00:00 AM
180,Irish Whiskey,DF South Korea,1,Super Premium,1/1/99 12:00:00 AM
200,Irish Whiskey,DF South Korea,1,Super Premium,1/1/00 12:00:00 AM
75,Irish Whiskey,DF South Korea,1,Super Premium,1/1/01 12:00:00 AM
75,Irish Whiskey,DF South Korea,1,Super Premium,1/1/02 12:00:00 AM
100,Irish Whiskey,DF South Korea,1,Super Premium,1/1/03 12:00:00 AM
25,Irish Whiskey,DF South Korea,1,Super Premium,1/1/04 12:00:00 AM
25,Irish Whiskey,DF South Korea,1,Super Premium,1/1/05 12:00:00 AM
25,Irish Whiskey,DF South Korea,1,Super Premium,1/1/06 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/07 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/08 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/09 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/10 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/11 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/12 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/13 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/14 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/15 12:00:00 AM
,Irish Whiskey,DF South Korea,1,Super Premium,1/1/16 12:00:00 AM
,Irish Whiskey,DF Switzerland,1,Super Premium,1/1/90 12:00:00 AM
